route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
5198_117899,216,5198_1248,Drimnagh Road,16736,0,5198_7778195_5122009,5198_32
5198_117876,216,5198_12480,Abbey St,14811,1,5198_7778195_5041026,5198_258
5198_117876,218,5198_12481,Abbey St,900,1,5198_7778195_5041024,5198_257
5198_117876,217,5198_12482,Abbey St,22912,1,5198_7778195_5041034,5198_258
5198_117876,216,5198_12483,Abbey St,14823,1,5198_7778195_5041034,5198_258
5198_117876,219,5198_12484,Abbey St,7355,1,5198_7778195_5041021,5198_259
5198_117876,219,5198_12485,Abbey St,7317,1,5198_7778195_5041025,5198_257
5198_117876,216,5198_12486,Abbey St,14926,1,5198_7778195_5041035,5198_258
5198_117876,217,5198_12487,Abbey St,23015,1,5198_7778195_5041035,5198_258
5198_117876,218,5198_12488,Abbey St,1059,1,5198_7778195_5041025,5198_259
5198_117876,218,5198_12489,Abbey St,1100,1,5198_7778195_5041026,5198_257
5198_117899,217,5198_1249,Drimnagh Road,24825,0,5198_7778195_5122009,5198_32
5198_117876,219,5198_12490,Abbey St,7370,1,5198_7778195_5041027,5198_258
5198_117876,217,5198_12491,Abbey St,23019,1,5198_7778195_5041036,5198_259
5198_117876,216,5198_12492,Abbey St,14930,1,5198_7778195_5041036,5198_259
5198_117876,216,5198_12493,Abbey St,14531,1,5198_7778195_5041037,5198_257
5198_117876,219,5198_12494,Abbey St,7236,1,5198_7778195_5041020,5198_258
5198_117876,217,5198_12495,Abbey St,22620,1,5198_7778195_5041037,5198_257
5198_117876,218,5198_12496,Abbey St,955,1,5198_7778195_5041027,5198_259
5198_117876,217,5198_12497,Abbey St,22661,1,5198_7778195_5041038,5198_257
5198_117876,219,5198_12498,Abbey St,7428,1,5198_7778195_5041028,5198_258
5198_117876,218,5198_12499,Abbey St,1062,1,5198_7778195_5041028,5198_259
5198_117944,218,5198_125,Shaw street,2977,0,5198_7778195_9001003,5198_1
5198_117899,218,5198_1250,Drimnagh Road,3865,0,5198_7778195_5122001,5198_32
5198_117876,216,5198_12500,Abbey St,14572,1,5198_7778195_5041038,5198_257
5198_117876,219,5198_12501,Abbey St,7319,1,5198_7778195_5041025,5198_257
5198_117876,216,5198_12502,Abbey St,14928,1,5198_7778195_5041035,5198_258
5198_117876,217,5198_12503,Abbey St,23017,1,5198_7778195_5041035,5198_258
5198_117876,218,5198_12504,Abbey St,1061,1,5198_7778195_5041025,5198_259
5198_117876,218,5198_12505,Abbey St,1102,1,5198_7778195_5041026,5198_257
5198_117876,219,5198_12506,Abbey St,7372,1,5198_7778195_5041027,5198_258
5198_117876,217,5198_12507,Abbey St,23021,1,5198_7778195_5041036,5198_259
5198_117876,216,5198_12508,Abbey St,14932,1,5198_7778195_5041036,5198_259
5198_117876,216,5198_12509,Abbey St,14533,1,5198_7778195_5041037,5198_257
5198_117899,216,5198_1251,Drimnagh Road,16572,0,5198_7778195_5122002,5198_32
5198_117876,219,5198_12510,Abbey St,7432,1,5198_7778195_5041029,5198_258
5198_117876,217,5198_12511,Abbey St,22622,1,5198_7778195_5041037,5198_257
5198_117876,218,5198_12512,Abbey St,957,1,5198_7778195_5041027,5198_259
5198_117876,217,5198_12513,Abbey St,22663,1,5198_7778195_5041038,5198_257
5198_117876,219,5198_12514,Abbey St,7430,1,5198_7778195_5041028,5198_258
5198_117876,218,5198_12515,Abbey St,1064,1,5198_7778195_5041028,5198_259
5198_117876,216,5198_12516,Abbey St,14574,1,5198_7778195_5041038,5198_257
5198_117876,218,5198_12517,Abbey St,857,1,5198_7778195_5041029,5198_257
5198_117876,216,5198_12518,Abbey St,14586,1,5198_7778195_5041039,5198_258
5198_117876,217,5198_12519,Abbey St,22675,1,5198_7778195_5041039,5198_258
5198_117899,217,5198_1252,Drimnagh Road,24661,0,5198_7778195_5122002,5198_32
5198_117876,219,5198_12520,Abbey St,7436,1,5198_7778195_5041030,5198_259
5198_117876,219,5198_12521,Abbey St,7426,1,5198_7778195_5041031,5198_257
5198_117876,216,5198_12522,Abbey St,14803,1,5198_7778195_5041040,5198_258
5198_117876,217,5198_12523,Abbey St,22892,1,5198_7778195_5041040,5198_258
5198_117876,218,5198_12524,Abbey St,1097,1,5198_7778195_5041030,5198_259
5198_117876,216,5198_12525,Abbey St,14535,1,5198_7778195_5041037,5198_257
5198_117876,219,5198_12526,Abbey St,7434,1,5198_7778195_5041029,5198_258
5198_117876,217,5198_12527,Abbey St,22624,1,5198_7778195_5041037,5198_257
5198_117876,218,5198_12528,Abbey St,959,1,5198_7778195_5041027,5198_259
5198_117876,217,5198_12529,Abbey St,22548,1,5198_7778195_5041041,5198_257
5198_117899,219,5198_1253,Drimnagh Road,9696,0,5198_7778195_5122002,5198_32
5198_117876,219,5198_12530,Abbey St,7329,1,5198_7778195_5041032,5198_258
5198_117876,218,5198_12531,Abbey St,1066,1,5198_7778195_5041028,5198_259
5198_117876,216,5198_12532,Abbey St,14459,1,5198_7778195_5041041,5198_257
5198_117876,218,5198_12533,Abbey St,859,1,5198_7778195_5041029,5198_257
5198_117876,216,5198_12534,Abbey St,14588,1,5198_7778195_5041039,5198_258
5198_117876,217,5198_12535,Abbey St,22677,1,5198_7778195_5041039,5198_258
5198_117876,219,5198_12536,Abbey St,7438,1,5198_7778195_5041030,5198_259
5198_117948,216,5198_12537,Rolestown,14628,0,5198_7778195_5041013,5198_260
5198_117948,217,5198_12538,Rolestown,22717,0,5198_7778195_5041013,5198_260
5198_117948,218,5198_12539,Rolestown,2830,0,5198_7778195_5041007,5198_260
5198_117899,218,5198_1254,Drimnagh Road,3953,0,5198_7778195_5122004,5198_32
5198_117948,218,5198_12540,Rolestown,2820,0,5198_7778195_5041018,5198_260
5198_117948,217,5198_12541,Rolestown,22614,0,5198_7778195_5041016,5198_260
5198_117948,216,5198_12542,Rolestown,14525,0,5198_7778195_5041016,5198_260
5198_117948,219,5198_12543,Rolestown,7183,0,5198_7778195_5041007,5198_260
5198_117948,216,5198_12544,Rolestown,14509,0,5198_7778195_5041028,5198_260
5198_117948,217,5198_12545,Rolestown,22598,0,5198_7778195_5041028,5198_260
5198_117948,218,5198_12546,Rolestown,1067,0,5198_7778195_5041022,5198_260
5198_117948,217,5198_12547,Rolestown,22897,0,5198_7778195_5041026,5198_260
5198_117948,216,5198_12548,Rolestown,14808,0,5198_7778195_5041026,5198_260
5198_117948,219,5198_12549,Rolestown,7408,0,5198_7778195_5041017,5198_260
5198_117899,217,5198_1255,Drimnagh Road,24815,0,5198_7778195_5122013,5198_32
5198_117948,217,5198_12550,Rolestown,22692,0,5198_7778195_5041033,5198_261
5198_117948,216,5198_12551,Rolestown,14603,0,5198_7778195_5041033,5198_261
5198_117948,218,5198_12552,Rolestown,776,0,5198_7778195_5041014,5198_262
5198_117948,219,5198_12553,Rolestown,8820,0,5198_7778195_5041014,5198_263
5198_117948,218,5198_12554,Abbey St,2829,1,5198_7778195_5041007,5198_264
5198_117948,216,5198_12555,Abbey St,14629,1,5198_7778195_5041013,5198_264
5198_117948,217,5198_12556,Abbey St,22718,1,5198_7778195_5041013,5198_264
5198_117948,218,5198_12557,Abbey St,2831,1,5198_7778195_5041007,5198_264
5198_117948,218,5198_12558,Abbey St,2821,1,5198_7778195_5041018,5198_264
5198_117948,219,5198_12559,Abbey St,7184,1,5198_7778195_5041007,5198_264
5198_117899,216,5198_1256,Drimnagh Road,16726,0,5198_7778195_5122013,5198_32
5198_117948,217,5198_12560,Abbey St,22615,1,5198_7778195_5041016,5198_265
5198_117948,216,5198_12561,Abbey St,14526,1,5198_7778195_5041016,5198_265
5198_117948,216,5198_12562,Abbey St,14510,1,5198_7778195_5041028,5198_264
5198_117948,217,5198_12563,Abbey St,22599,1,5198_7778195_5041028,5198_264
5198_117948,218,5198_12564,Abbey St,1068,1,5198_7778195_5041022,5198_264
5198_117948,217,5198_12565,Abbey St,22898,1,5198_7778195_5041026,5198_264
5198_117948,216,5198_12566,Abbey St,14809,1,5198_7778195_5041026,5198_264
5198_117948,219,5198_12567,Abbey St,7409,1,5198_7778195_5041017,5198_264
5198_117961,218,5198_12568,Swords Manor,1080,0,5198_7778195_5041006,5198_266
5198_117961,217,5198_12569,Swords Manor,22987,0,5198_7778195_5041005,5198_266
5198_117899,218,5198_1257,Drimnagh Road,3963,0,5198_7778195_5122006,5198_32
5198_117961,216,5198_12570,Swords Manor,14898,0,5198_7778195_5041005,5198_266
5198_117961,218,5198_12571,Swords Manor,846,0,5198_7778195_5041004,5198_266
5198_117961,216,5198_12572,Swords Manor,14889,0,5198_7778195_5041007,5198_266
5198_117961,217,5198_12573,Swords Manor,22978,0,5198_7778195_5041007,5198_266
5198_117961,218,5198_12574,Swords Manor,1116,0,5198_7778195_5041001,5198_266
5198_117961,217,5198_12575,Swords Manor,22915,0,5198_7778195_5041011,5198_266
5198_117961,216,5198_12576,Swords Manor,14826,0,5198_7778195_5041011,5198_266
5198_117961,218,5198_12577,Swords Manor,1107,0,5198_7778195_5041003,5198_266
5198_117961,216,5198_12578,Swords Manor,14857,0,5198_7778195_5041006,5198_266
5198_117961,217,5198_12579,Swords Manor,22946,0,5198_7778195_5041006,5198_266
5198_117899,216,5198_1258,Drimnagh Road,16729,0,5198_7778195_5122005,5198_32
5198_117961,216,5198_12580,Swords Manor,14185,0,5198_7778195_5041015,5198_266
5198_117961,217,5198_12581,Swords Manor,22274,0,5198_7778195_5041015,5198_266
5198_117961,218,5198_12582,Swords Manor,1082,0,5198_7778195_5041006,5198_266
5198_117961,216,5198_12583,Swords Manor,14630,0,5198_7778195_5041013,5198_266
5198_117961,217,5198_12584,Swords Manor,22719,0,5198_7778195_5041013,5198_266
5198_117961,219,5198_12585,Swords Manor,7381,0,5198_7778195_5041006,5198_266
5198_117961,218,5198_12586,Swords Manor,861,0,5198_7778195_5041010,5198_267
5198_117961,216,5198_12587,Swords Manor,14912,0,5198_7778195_5041018,5198_266
5198_117961,217,5198_12588,Swords Manor,23001,0,5198_7778195_5041018,5198_266
5198_117961,218,5198_12589,Swords Manor,1026,0,5198_7778195_5041012,5198_266
5198_117899,219,5198_1259,Drimnagh Road,9708,0,5198_7778195_5122003,5198_34
5198_117961,217,5198_12590,Swords Manor,22601,0,5198_7778195_5041019,5198_266
5198_117961,216,5198_12591,Swords Manor,14512,0,5198_7778195_5041019,5198_266
5198_117961,219,5198_12592,Swords Manor,7410,0,5198_7778195_5041011,5198_266
5198_117961,218,5198_12593,Swords Manor,848,0,5198_7778195_5041004,5198_266
5198_117961,217,5198_12594,Swords Manor,22989,0,5198_7778195_5041005,5198_266
5198_117961,216,5198_12595,Swords Manor,14900,0,5198_7778195_5041005,5198_266
5198_117961,218,5198_12596,Swords Manor,1118,0,5198_7778195_5041001,5198_266
5198_117961,219,5198_12597,Swords Manor,7291,0,5198_7778195_5041009,5198_267
5198_117961,216,5198_12598,Swords Manor,14677,0,5198_7778195_5041002,5198_266
5198_117961,217,5198_12599,Swords Manor,22766,0,5198_7778195_5041002,5198_266
5198_117944,217,5198_126,Shaw street,23578,0,5198_7778195_9001009,5198_1
5198_117899,217,5198_1260,Drimnagh Road,24818,0,5198_7778195_5122005,5198_32
5198_117961,218,5198_12600,Swords Manor,888,0,5198_7778195_5041011,5198_266
5198_117961,216,5198_12601,Swords Manor,14703,0,5198_7778195_5041021,5198_266
5198_117961,217,5198_12602,Swords Manor,22792,0,5198_7778195_5041021,5198_266
5198_117961,219,5198_12603,Swords Manor,7423,0,5198_7778195_5041012,5198_266
5198_117961,218,5198_12604,Swords Manor,1109,0,5198_7778195_5041003,5198_266
5198_117961,217,5198_12605,Swords Manor,22917,0,5198_7778195_5041011,5198_266
5198_117961,216,5198_12606,Swords Manor,14828,0,5198_7778195_5041011,5198_266
5198_117961,218,5198_12607,Swords Manor,868,0,5198_7778195_5041017,5198_266
5198_117961,219,5198_12608,Swords Manor,7402,0,5198_7778195_5041005,5198_267
5198_117961,216,5198_12609,Swords Manor,14187,0,5198_7778195_5041015,5198_266
5198_117899,218,5198_1261,Drimnagh Road,3976,0,5198_7778195_5122008,5198_32
5198_117961,217,5198_12610,Swords Manor,22276,0,5198_7778195_5041015,5198_266
5198_117961,216,5198_12611,Swords Manor,14632,0,5198_7778195_5041013,5198_266
5198_117961,217,5198_12612,Swords Manor,22721,0,5198_7778195_5041013,5198_266
5198_117961,218,5198_12613,Swords Manor,768,0,5198_7778195_5041014,5198_266
5198_117961,219,5198_12614,Swords Manor,8812,0,5198_7778195_5041014,5198_267
5198_117961,216,5198_12615,Swords Manor,14914,0,5198_7778195_5041018,5198_266
5198_117961,217,5198_12616,Swords Manor,23003,0,5198_7778195_5041018,5198_266
5198_117961,218,5198_12617,Swords Manor,1075,0,5198_7778195_5041002,5198_266
5198_117961,219,5198_12618,Swords Manor,7345,0,5198_7778195_5041015,5198_266
5198_117961,217,5198_12619,Swords Manor,22603,0,5198_7778195_5041019,5198_266
5198_117899,217,5198_1262,Drimnagh Road,24699,0,5198_7778195_5122010,5198_32
5198_117961,216,5198_12620,Swords Manor,14514,0,5198_7778195_5041019,5198_266
5198_117961,218,5198_12621,Swords Manor,907,0,5198_7778195_5041019,5198_266
5198_117961,216,5198_12622,Swords Manor,15191,0,5198_7778195_5041001,5198_266
5198_117961,217,5198_12623,Swords Manor,23280,0,5198_7778195_5041001,5198_266
5198_117961,219,5198_12624,Swords Manor,8803,0,5198_7778195_5041004,5198_266
5198_117961,218,5198_12625,Swords Manor,850,0,5198_7778195_5041004,5198_267
5198_117961,216,5198_12626,Swords Manor,14645,0,5198_7778195_5041022,5198_266
5198_117961,217,5198_12627,Swords Manor,22734,0,5198_7778195_5041022,5198_266
5198_117961,218,5198_12628,Swords Manor,1043,0,5198_7778195_5041009,5198_266
5198_117961,219,5198_12629,Swords Manor,7404,0,5198_7778195_5041017,5198_266
5198_117899,216,5198_1263,Drimnagh Road,16610,0,5198_7778195_5122010,5198_32
5198_117961,216,5198_12630,Swords Manor,14893,0,5198_7778195_5041007,5198_266
5198_117961,217,5198_12631,Swords Manor,22982,0,5198_7778195_5041007,5198_266
5198_117961,218,5198_12632,Swords Manor,2834,0,5198_7778195_5041007,5198_266
5198_117961,216,5198_12633,Swords Manor,15202,0,5198_7778195_5041010,5198_266
5198_117961,217,5198_12634,Swords Manor,23291,0,5198_7778195_5041010,5198_266
5198_117961,218,5198_12635,Swords Manor,896,0,5198_7778195_5041015,5198_266
5198_117961,219,5198_12636,Swords Manor,7322,0,5198_7778195_5041013,5198_267
5198_117961,217,5198_12637,Swords Manor,22616,0,5198_7778195_5041016,5198_266
5198_117961,216,5198_12638,Swords Manor,14527,0,5198_7778195_5041016,5198_266
5198_117961,218,5198_12639,Swords Manor,2842,0,5198_7778195_5041005,5198_266
5198_117899,219,5198_1264,Drimnagh Road,9630,0,5198_7778195_5122001,5198_32
5198_117961,219,5198_12640,Swords Manor,7219,0,5198_7778195_5041019,5198_266
5198_117961,216,5198_12641,Swords Manor,14189,0,5198_7778195_5041015,5198_266
5198_117961,217,5198_12642,Swords Manor,22278,0,5198_7778195_5041015,5198_266
5198_117961,218,5198_12643,Swords Manor,1086,0,5198_7778195_5041006,5198_266
5198_117961,216,5198_12644,Swords Manor,14634,0,5198_7778195_5041013,5198_266
5198_117961,217,5198_12645,Swords Manor,22723,0,5198_7778195_5041013,5198_266
5198_117961,219,5198_12646,Swords Manor,7229,0,5198_7778195_5041020,5198_266
5198_117961,218,5198_12647,Swords Manor,770,0,5198_7778195_5041014,5198_267
5198_117961,216,5198_12648,Swords Manor,14916,0,5198_7778195_5041018,5198_266
5198_117961,217,5198_12649,Swords Manor,23005,0,5198_7778195_5041018,5198_266
5198_117899,218,5198_1265,Drimnagh Road,3969,0,5198_7778195_5122007,5198_32
5198_117961,218,5198_12650,Swords Manor,1077,0,5198_7778195_5041002,5198_266
5198_117961,219,5198_12651,Swords Manor,7347,0,5198_7778195_5041015,5198_266
5198_117961,217,5198_12652,Swords Manor,22605,0,5198_7778195_5041019,5198_266
5198_117961,216,5198_12653,Swords Manor,14516,0,5198_7778195_5041019,5198_266
5198_117961,218,5198_12654,Swords Manor,909,0,5198_7778195_5041019,5198_266
5198_117961,216,5198_12655,Swords Manor,15193,0,5198_7778195_5041001,5198_266
5198_117961,217,5198_12656,Swords Manor,23282,0,5198_7778195_5041001,5198_266
5198_117961,219,5198_12657,Swords Manor,7350,0,5198_7778195_5041021,5198_266
5198_117961,218,5198_12658,Swords Manor,852,0,5198_7778195_5041004,5198_267
5198_117961,216,5198_12659,Swords Manor,14647,0,5198_7778195_5041022,5198_266
5198_117899,217,5198_1266,Drimnagh Road,24679,0,5198_7778195_5122012,5198_32
5198_117961,217,5198_12660,Swords Manor,22736,0,5198_7778195_5041022,5198_266
5198_117961,218,5198_12661,Swords Manor,1045,0,5198_7778195_5041009,5198_266
5198_117961,219,5198_12662,Swords Manor,7406,0,5198_7778195_5041017,5198_266
5198_117961,216,5198_12663,Swords Manor,14895,0,5198_7778195_5041007,5198_266
5198_117961,217,5198_12664,Swords Manor,22984,0,5198_7778195_5041007,5198_266
5198_117961,218,5198_12665,Swords Manor,1122,0,5198_7778195_5041001,5198_266
5198_117961,216,5198_12666,Swords Manor,15204,0,5198_7778195_5041010,5198_266
5198_117961,217,5198_12667,Swords Manor,23293,0,5198_7778195_5041010,5198_266
5198_117961,218,5198_12668,Swords Manor,2824,0,5198_7778195_5041018,5198_266
5198_117961,219,5198_12669,Swords Manor,7324,0,5198_7778195_5041013,5198_267
5198_117899,216,5198_1267,Drimnagh Road,16590,0,5198_7778195_5122012,5198_32
5198_117961,217,5198_12670,Swords Manor,23789,0,5198_7778195_8808218,5198_266
5198_117961,216,5198_12671,Swords Manor,15700,0,5198_7778195_8808218,5198_266
5198_117961,218,5198_12672,Swords Manor,2844,0,5198_7778195_5041005,5198_266
5198_117961,219,5198_12673,Swords Manor,7221,0,5198_7778195_5041019,5198_266
5198_117961,216,5198_12674,Swords Manor,14589,0,5198_7778195_5041029,5198_266
5198_117961,217,5198_12675,Swords Manor,22678,0,5198_7778195_5041029,5198_266
5198_117961,218,5198_12676,Swords Manor,1088,0,5198_7778195_5041006,5198_266
5198_117961,216,5198_12677,Swords Manor,14191,0,5198_7778195_5041015,5198_266
5198_117961,217,5198_12678,Swords Manor,22280,0,5198_7778195_5041015,5198_266
5198_117961,218,5198_12679,Swords Manor,867,0,5198_7778195_5041010,5198_266
5198_117899,219,5198_1268,Drimnagh Road,9639,0,5198_7778195_5122006,5198_32
5198_117961,219,5198_12680,Swords Manor,7231,0,5198_7778195_5041020,5198_267
5198_117961,216,5198_12681,Swords Manor,14636,0,5198_7778195_5041013,5198_266
5198_117961,217,5198_12682,Swords Manor,22725,0,5198_7778195_5041013,5198_266
5198_117961,218,5198_12683,Swords Manor,1079,0,5198_7778195_5041002,5198_266
5198_117961,219,5198_12684,Swords Manor,7349,0,5198_7778195_5041015,5198_266
5198_117961,217,5198_12685,Swords Manor,23383,0,5198_7778195_11811244,5198_266
5198_117961,216,5198_12686,Swords Manor,15294,0,5198_7778195_11811244,5198_266
5198_117961,218,5198_12687,Swords Manor,936,0,5198_7778195_5041013,5198_266
5198_117961,218,5198_12688,Swords Manor,749,0,5198_7778195_5041016,5198_266
5198_117961,217,5198_12689,Swords Manor,22607,0,5198_7778195_5041019,5198_267
5198_117899,218,5198_1269,Drimnagh Road,3905,0,5198_7778195_5122002,5198_32
5198_117961,219,5198_12690,Swords Manor,7352,0,5198_7778195_5041021,5198_268
5198_117961,216,5198_12691,Swords Manor,14518,0,5198_7778195_5041019,5198_267
5198_117961,216,5198_12692,Swords Manor,14649,0,5198_7778195_5041022,5198_266
5198_117961,218,5198_12693,Swords Manor,1124,0,5198_7778195_5041001,5198_267
5198_117961,217,5198_12694,Swords Manor,22738,0,5198_7778195_5041022,5198_266
5198_117961,219,5198_12695,Swords Manor,7326,0,5198_7778195_5041013,5198_268
5198_117961,219,5198_12696,Swords Manor,7189,0,5198_7778195_5041007,5198_266
5198_117961,216,5198_12697,Swords Manor,14709,0,5198_7778195_5041021,5198_267
5198_117961,217,5198_12698,Swords Manor,22798,0,5198_7778195_5041021,5198_267
5198_117961,218,5198_12699,Swords Manor,2826,0,5198_7778195_5041018,5198_268
5198_117944,216,5198_127,Shaw street,15489,0,5198_7778195_9001009,5198_1
5198_117899,216,5198_1270,Drimnagh Road,16583,0,5198_7778195_5122014,5198_32
5198_117961,217,5198_12700,Swords Manor,22690,0,5198_7778195_5041033,5198_266
5198_117961,216,5198_12701,Swords Manor,14601,0,5198_7778195_5041033,5198_266
5198_117961,218,5198_12702,Swords Manor,774,0,5198_7778195_5041014,5198_267
5198_117961,219,5198_12703,Swords Manor,8818,0,5198_7778195_5041014,5198_268
5198_117961,218,5198_12704,Swords Manor,1111,0,5198_7778195_5041023,5198_266
5198_117961,217,5198_12705,Swords Manor,22899,0,5198_7778195_5041026,5198_267
5198_117961,219,5198_12706,Swords Manor,7288,0,5198_7778195_5041023,5198_268
5198_117961,216,5198_12707,Swords Manor,14810,0,5198_7778195_5041026,5198_267
5198_117961,218,5198_12708,Swords Manor,899,0,5198_7778195_5041024,5198_266
5198_117961,217,5198_12709,Swords Manor,22911,0,5198_7778195_5041034,5198_267
5198_117899,217,5198_1271,Drimnagh Road,24672,0,5198_7778195_5122014,5198_32
5198_117961,216,5198_12710,Swords Manor,14822,0,5198_7778195_5041034,5198_267
5198_117961,219,5198_12711,Swords Manor,7354,0,5198_7778195_5041021,5198_268
5198_117961,219,5198_12712,Swords Manor,7316,0,5198_7778195_5041025,5198_266
5198_117961,216,5198_12713,Swords Manor,14925,0,5198_7778195_5041035,5198_267
5198_117961,217,5198_12714,Swords Manor,23014,0,5198_7778195_5041035,5198_267
5198_117961,218,5198_12715,Swords Manor,1058,0,5198_7778195_5041025,5198_268
5198_117961,216,5198_12716,Swords Manor,14701,0,5198_7778195_5041031,5198_266
5198_117961,219,5198_12717,Swords Manor,7388,0,5198_7778195_5041024,5198_267
5198_117961,217,5198_12718,Swords Manor,22790,0,5198_7778195_5041031,5198_266
5198_117961,218,5198_12719,Swords Manor,2828,0,5198_7778195_5041018,5198_268
5198_117899,219,5198_1272,Drimnagh Road,9651,0,5198_7778195_5122004,5198_32
5198_117961,218,5198_12720,Swords Manor,1113,0,5198_7778195_5041023,5198_266
5198_117961,219,5198_12721,Swords Manor,8811,0,5198_7778195_5041004,5198_267
5198_117961,217,5198_12722,Swords Manor,22901,0,5198_7778195_5041026,5198_268
5198_117961,216,5198_12723,Swords Manor,14812,0,5198_7778195_5041026,5198_268
5198_117961,217,5198_12724,Abbey St,22986,1,5198_7778195_5041005,5198_270
5198_117961,216,5198_12725,Abbey St,14897,1,5198_7778195_5041005,5198_270
5198_117961,216,5198_12726,Abbey St,14888,1,5198_7778195_5041007,5198_270
5198_117961,217,5198_12727,Abbey St,22977,1,5198_7778195_5041007,5198_270
5198_117961,216,5198_12728,Abbey St,15197,1,5198_7778195_5041010,5198_269
5198_117961,217,5198_12729,Abbey St,23286,1,5198_7778195_5041010,5198_269
5198_117899,218,5198_1273,Drimnagh Road,3937,0,5198_7778195_5122003,5198_32
5198_117961,216,5198_12730,Abbey St,15183,1,5198_7778195_5041004,5198_269
5198_117961,217,5198_12731,Abbey St,23272,1,5198_7778195_5041004,5198_269
5198_117961,216,5198_12732,Abbey St,14184,1,5198_7778195_5041015,5198_269
5198_117961,217,5198_12733,Abbey St,22273,1,5198_7778195_5041015,5198_269
5198_117961,217,5198_12734,Abbey St,22619,1,5198_7778195_5041017,5198_269
5198_117961,216,5198_12735,Abbey St,14530,1,5198_7778195_5041017,5198_269
5198_117961,218,5198_12736,Abbey St,2837,1,5198_7778195_5041005,5198_271
5198_117961,219,5198_12737,Abbey St,7180,1,5198_7778195_5041007,5198_269
5198_117961,216,5198_12738,Abbey St,14911,1,5198_7778195_5041018,5198_269
5198_117961,217,5198_12739,Abbey St,23000,1,5198_7778195_5041018,5198_269
5198_117899,217,5198_1274,Drimnagh Road,24691,0,5198_7778195_5122003,5198_32
5198_117961,217,5198_12740,Abbey St,23339,1,5198_7778195_11811159,5198_269
5198_117961,216,5198_12741,Abbey St,15250,1,5198_7778195_11811159,5198_269
5198_117961,218,5198_12742,Abbey St,1090,1,5198_7778195_5041008,5198_269
5198_117961,217,5198_12743,Abbey St,22600,1,5198_7778195_5041019,5198_269
5198_117961,216,5198_12744,Abbey St,14511,1,5198_7778195_5041019,5198_269
5198_117961,218,5198_12745,Abbey St,1072,1,5198_7778195_5041002,5198_269
5198_117961,217,5198_12746,Abbey St,22988,1,5198_7778195_5041005,5198_271
5198_117961,216,5198_12747,Abbey St,14899,1,5198_7778195_5041005,5198_271
5198_117961,216,5198_12748,Abbey St,14676,1,5198_7778195_5041002,5198_269
5198_117961,217,5198_12749,Abbey St,22765,1,5198_7778195_5041002,5198_269
5198_117899,216,5198_1275,Drimnagh Road,16602,0,5198_7778195_5122003,5198_32
5198_117961,217,5198_12750,Abbey St,22787,1,5198_7778195_5041009,5198_270
5198_117961,216,5198_12751,Abbey St,14698,1,5198_7778195_5041009,5198_270
5198_117961,218,5198_12752,Abbey St,1040,1,5198_7778195_5041009,5198_269
5198_117961,219,5198_12753,Abbey St,7290,1,5198_7778195_5041009,5198_269
5198_117961,218,5198_12754,Abbey St,887,1,5198_7778195_5041011,5198_269
5198_117961,216,5198_12755,Abbey St,15199,1,5198_7778195_5041010,5198_269
5198_117961,217,5198_12756,Abbey St,23288,1,5198_7778195_5041010,5198_269
5198_117961,217,5198_12757,Abbey St,22916,1,5198_7778195_5041011,5198_269
5198_117961,216,5198_12758,Abbey St,14827,1,5198_7778195_5041011,5198_269
5198_117961,218,5198_12759,Abbey St,2839,1,5198_7778195_5041005,5198_269
5198_117899,219,5198_1276,Drimnagh Road,9715,0,5198_7778195_5122007,5198_32
5198_117961,219,5198_12760,Abbey St,7420,1,5198_7778195_5041010,5198_269
5198_117961,216,5198_12761,Abbey St,14186,1,5198_7778195_5041015,5198_271
5198_117961,217,5198_12762,Abbey St,22275,1,5198_7778195_5041015,5198_271
5198_117961,218,5198_12763,Abbey St,1092,1,5198_7778195_5041008,5198_269
5198_117961,216,5198_12764,Abbey St,14631,1,5198_7778195_5041013,5198_269
5198_117961,217,5198_12765,Abbey St,22720,1,5198_7778195_5041013,5198_269
5198_117961,219,5198_12766,Abbey St,7382,1,5198_7778195_5041006,5198_269
5198_117961,218,5198_12767,Abbey St,862,1,5198_7778195_5041010,5198_271
5198_117961,216,5198_12768,Abbey St,14913,1,5198_7778195_5041018,5198_269
5198_117961,217,5198_12769,Abbey St,23002,1,5198_7778195_5041018,5198_269
5198_117899,218,5198_1277,Drimnagh Road,3945,0,5198_7778195_5122005,5198_32
5198_117961,218,5198_12770,Abbey St,1027,1,5198_7778195_5041012,5198_269
5198_117961,217,5198_12771,Abbey St,22602,1,5198_7778195_5041019,5198_269
5198_117961,219,5198_12772,Abbey St,7411,1,5198_7778195_5041011,5198_271
5198_117961,216,5198_12773,Abbey St,14513,1,5198_7778195_5041019,5198_269
5198_117961,218,5198_12774,Abbey St,849,1,5198_7778195_5041004,5198_269
5198_117961,217,5198_12775,Abbey St,22990,1,5198_7778195_5041005,5198_269
5198_117961,216,5198_12776,Abbey St,14901,1,5198_7778195_5041005,5198_269
5198_117961,219,5198_12777,Abbey St,7292,1,5198_7778195_5041009,5198_269
5198_117961,218,5198_12778,Abbey St,1042,1,5198_7778195_5041009,5198_271
5198_117961,216,5198_12779,Abbey St,14678,1,5198_7778195_5041002,5198_269
5198_117899,216,5198_1278,Drimnagh Road,16708,0,5198_7778195_5122006,5198_32
5198_117961,217,5198_12780,Abbey St,22767,1,5198_7778195_5041002,5198_269
